"value_name","pay_value","unit_type","payroll_year","industry_branch_name","industry_code","food_name","food_code","price","price_value","price_unit","year_date"
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Cukr krystalový,118101,15.75,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Konzumní brambory,117401,15.08,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Mrkev,117106,22.45,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Papriky,117103,60.47,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Rajská jablka červená kulatá,117101,44.49,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Jablka konzumní,116104,36.17,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Banány žluté,116103,29.32,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Pomeranče,116101,36.5,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Rostlinný roztíratelný tuk,115201,99.4,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Máslo,115101,207.08,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Vejce slepičí čerstvá,114701,38.39,10.0,ks,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Eidamská cihla,114501,142.45,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Jogurt bílý netučný,114401,9.17,150.0,g,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Mléko polotučné pasterované,114201,19.82,1.0,l,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Šunkový salám,112704,144.88,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Kuřata kuchaná celá,112401,69.31,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Vepřová pečeně s kostí,112201,116.85,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Hovězí maso zadní bez kosti,112101,223.26,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Těstoviny vaječné,111602,47.87,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Pečivo pšeničné bílé,111303,43.84,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Chléb konzumní kmínový,111301,24.24,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Pšeničná mouka hladká,111201,11.44,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,54111.38,Kč,2018,Peněžnictví a pojišťovnictví,K,Rýže loupaná dlouhozrnná,111101,36.18,1.0,kg,2018
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Kapr živý,2000001,87.72,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,"Pivo výčepní, světlé, lahvové",213201,11.3,0.5,l,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Jakostní víno bílé,212101,96.7,0.75,l,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Přírodní minerální voda uhličitá,122102,8.78,1.0,l,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Cukr krystalový,118101,19.96,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Konzumní brambory,117401,15.93,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Mrkev,117106,15.03,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Papriky,117103,62.4,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Rajská jablka červená kulatá,117101,44.7,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Jablka konzumní,116104,32.63,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Banány žluté,116103,31.07,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Pomeranče,116101,36.32,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Rostlinný roztíratelný tuk,115201,94.29,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Máslo,115101,197.79,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Vejce slepičí čerstvá,114701,36.34,10.0,ks,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Eidamská cihla,114501,142.58,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Jogurt bílý netučný,114401,8.73,150.0,g,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Mléko polotučné pasterované,114201,19.5,1.0,l,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Šunkový salám,112704,142.03,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Kuřata kuchaná celá,112401,68.18,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Vepřová pečeně s kostí,112201,118.27,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Hovězí maso zadní bez kosti,112101,218.27,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Těstoviny vaječné,111602,46.55,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Pečivo pšeničné bílé,111303,45.23,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Chléb konzumní kmínový,111301,24.17,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Pšeničná mouka hladká,111201,11.43,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,51291.38,Kč,2017,Peněžnictví a pojišťovnictví,K,Rýže loupaná dlouhozrnná,111101,36.3,1.0,kg,2017
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Kapr živý,2000001,85.07,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,"Pivo výčepní, světlé, lahvové",213201,11.23,0.5,l,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Jakostní víno bílé,212101,94.65,0.75,l,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Přírodní minerální voda uhličitá,122102,8.66,1.0,l,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Cukr krystalový,118101,17.59,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Konzumní brambory,117401,15.22,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Mrkev,117106,18.55,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Papriky,117103,64.55,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Rajská jablka červená kulatá,117101,40.57,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Jablka konzumní,116104,29.94,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Banány žluté,116103,31.72,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Pomeranče,116101,32.6,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Rostlinný roztíratelný tuk,115201,91.44,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Máslo,115101,148.34,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Vejce slepičí čerstvá,114701,28.65,10.0,ks,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Eidamská cihla,114501,110.9,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Jogurt bílý netučný,114401,8.12,150.0,g,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Mléko polotučné pasterované,114201,17.9,1.0,l,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Šunkový salám,112704,130.21,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Kuřata kuchaná celá,112401,68.97,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Vepřová pečeně s kostí,112201,109.46,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Hovězí maso zadní bez kosti,112101,206.02,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Těstoviny vaječné,111602,44.82,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Pečivo pšeničné bílé,111303,40.84,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Chléb konzumní kmínový,111301,21.77,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Pšeničná mouka hladká,111201,11.03,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,49393.50,Kč,2016,Peněžnictví a pojišťovnictví,K,Rýže loupaná dlouhozrnná,111101,36.52,1.0,kg,2016
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Kapr živý,2000001,87.17,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,"Pivo výčepní, světlé, lahvové",213201,10.68,0.5,l,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Jakostní víno bílé,212101,92.42,0.75,l,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Přírodní minerální voda uhličitá,122102,8.71,1.0,l,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Cukr krystalový,118101,17.8,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Konzumní brambory,117401,13.34,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Mrkev,117106,20.84,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Papriky,117103,63.52,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Rajská jablka červená kulatá,117101,42.77,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Jablka konzumní,116104,29.87,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Banány žluté,116103,31.91,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Pomeranče,116101,32.5,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Rostlinný roztíratelný tuk,115201,91.54,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Máslo,115101,157.04,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Vejce slepičí čerstvá,114701,31.15,10.0,ks,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Eidamská cihla,114501,119.39,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Jogurt bílý netučný,114401,8.52,150.0,g,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Mléko polotučné pasterované,114201,19.54,1.0,l,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Šunkový salám,112704,128.86,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Kuřata kuchaná celá,112401,69.58,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Vepřová pečeně s kostí,112201,108.66,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Hovězí maso zadní bez kosti,112101,203.09,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Těstoviny vaječné,111602,44.42,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Pečivo pšeničné bílé,111303,39.46,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Chléb konzumní kmínový,111301,22.44,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Pšeničná mouka hladká,111201,12.59,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47902.63,Kč,2015,Peněžnictví a pojišťovnictví,K,Rýže loupaná dlouhozrnná,111101,35.93,1.0,kg,2015
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Kapr živý,2000001,86.37,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,"Pivo výčepní, světlé, lahvové",213201,10.63,0.5,l,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Přírodní minerální voda uhličitá,122102,8.69,1.0,l,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Cukr krystalový,118101,22.03,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Konzumní brambory,117401,13.52,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Mrkev,117106,16.22,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Papriky,117103,60.55,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Rajská jablka červená kulatá,117101,41.16,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Jablka konzumní,116104,30.52,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Banány žluté,116103,31.65,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Pomeranče,116101,29.68,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Rostlinný roztíratelný tuk,115201,93.05,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Máslo,115101,162.97,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Vejce slepičí čerstvá,114701,30.93,10.0,ks,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Eidamská cihla,114501,150.61,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Jogurt bílý netučný,114401,8.5,150.0,g,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Mléko polotučné pasterované,114201,20.7,1.0,l,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Šunkový salám,112704,129.43,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Kuřata kuchaná celá,112401,71.77,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Vepřová pečeně s kostí,112201,116.37,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Hovězí maso zadní bez kosti,112101,204.95,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Těstoviny vaječné,111602,42.54,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Pečivo pšeničné bílé,111303,40.54,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Chléb konzumní kmínový,111301,23.0,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Pšeničná mouka hladká,111201,13.12,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,47629.75,Kč,2014,Peněžnictví a pojišťovnictví,K,Rýže loupaná dlouhozrnná,111101,35.31,1.0,kg,2014
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Kapr živý,2000001,88.09,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,"Pivo výčepní, světlé, lahvové",213201,10.55,0.5,l,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Přírodní minerální voda uhličitá,122102,8.74,1.0,l,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Cukr krystalový,118101,24.16,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Konzumní brambory,117401,16.93,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Mrkev,117106,18.59,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Papriky,117103,61.86,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Rajská jablka červená kulatá,117101,37.1,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Jablka konzumní,116104,34.3,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Banány žluté,116103,31.79,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Pomeranče,116101,31.37,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Rostlinný roztíratelný tuk,115201,93.3,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Máslo,115101,154.8,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Vejce slepičí čerstvá,114701,30.48,10.0,ks,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Eidamská cihla,114501,141.97,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Jogurt bílý netučný,114401,7.7,150.0,g,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Mléko polotučné pasterované,114201,19.34,1.0,l,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Šunkový salám,112704,126.24,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Kuřata kuchaná celá,112401,69.3,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Vepřová pečeně s kostí,112201,115.87,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Hovězí maso zadní bez kosti,112101,207.19,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Těstoviny vaječné,111602,41.0,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Pečivo pšeničné bílé,111303,41.98,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Chléb konzumní kmínový,111301,23.12,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Pšeničná mouka hladká,111201,13.34,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,45775.00,Kč,2013,Peněžnictví a pojišťovnictví,K,Rýže loupaná dlouhozrnná,111101,34.73,1.0,kg,2013
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Kapr živý,2000001,90.09,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,"Pivo výčepní, světlé, lahvové",213201,10.16,0.5,l,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Přírodní minerální voda uhličitá,122102,8.89,1.0,l,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Cukr krystalový,118101,24.27,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Konzumní brambory,117401,10.56,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Mrkev,117106,17.44,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Papriky,117103,58.83,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Rajská jablka červená kulatá,117101,37.85,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Jablka konzumní,116104,31.0,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Banány žluté,116103,31.0,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Pomeranče,116101,30.19,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Rostlinný roztíratelný tuk,115201,90.02,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Máslo,115101,137.03,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Vejce slepičí čerstvá,114701,35.92,10.0,ks,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Eidamská cihla,114501,128.08,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Jogurt bílý netučný,114401,7.16,150.0,g,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Mléko polotučné pasterované,114201,18.8,1.0,l,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Šunkový salám,112704,121.75,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Kuřata kuchaná celá,112401,62.9,1.0,kg,2012
Průměrná hrubá mzda na zaměstnance,50253.50,Kč,2012,Peněžnictví a pojišťovnictví,K,Vepřová pečeně s kostí,112201,109.42,1.0,kg,2012
